velocity_data_x,velocity_data_y,velocity_data_z,rc_with_flag_data_roll,rc_with_flag_data_pitch,rc_with_flag_data_yaw,rc_with_flag_data_throttle,position_vo_x,position_vo_y,position_vo_z,altitude_fusioned,altitude_barometer,height_homepoint,height_fusion,gps_fused_latitude,gps_fused_longitude,gps_fused_altitude,gps_longitude,gps_latitude,gps_altitude,velocity_x,velocity_y,velocity_z,status_displaymode,status_flight,rtk_connect_status_rtkConnected
-0.002064,0.000594,0.001239,0.000000,0.000000,0.000000,0.000000,0.003236,-0.001326,-20.587305,20.699455,20.031425,20.699453,0.260879,-0.000000,0.000000,20.158258,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.001839,0.001377,0.001314,0.000000,0.000000,0.000000,0.000000,0.003159,-0.001250,-20.587309,20.699432,20.166185,20.699453,0.260930,-0.000000,0.000000,20.031425,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.001559,0.001433,0.001379,0.000000,0.000000,0.000000,0.000000,0.003135,-0.001240,-20.587286,20.699442,20.163542,20.699453,0.260983,-0.000000,0.000000,20.166185,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.000837,0.000847,0.001479,0.000000,0.000000,0.000000,0.000000,0.003119,-0.001225,-20.587296,20.699429,20.182039,20.699453,0.259315,-0.000000,0.000000,20.163542,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.001103,0.000874,0.001538,0.000000,0.000000,0.000000,0.000000,0.003260,-0.001321,-20.587282,20.699436,20.092199,20.699453,0.259310,-0.000000,0.000000,20.182039,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.000073,0.001204,0.001491,0.000000,0.000000,0.000000,0.000000,0.003247,-0.001307,-20.587290,20.699417,20.277163,20.699453,0.259039,-0.000000,0.000000,20.092199,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.000646,0.001207,0.001287,0.000000,0.000000,0.000000,0.000000,0.003554,-0.001248,-20.587271,20.699421,20.031425,20.699453,0.259023,-0.000000,0.000000,20.277163,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.000536,0.000892,0.001343,0.000000,0.000000,0.000000,0.000000,0.003550,-0.001224,-20.587275,20.699493,20.129192,20.699453,0.259005,-0.000000,0.000000,20.031425,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.000560,0.001034,0.001516,0.000000,0.000000,0.000000,0.000000,0.003688,-0.001249,-20.587347,20.699507,20.020857,20.699453,0.259490,-0.000000,0.000000,20.129192,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.000432,0.001022,0.001675,0.000000,0.000000,0.000000,0.000000,0.003679,-0.001230,-20.587360,20.699522,19.989149,20.699453,0.259498,-0.000000,0.000000,20.020857,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.001728,0.000854,0.001687,0.000000,0.000000,0.000000,0.000000,0.003371,-0.001279,-20.587376,20.699469,20.097485,20.699453,0.259761,-0.000000,0.000000,19.989149,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.001326,0.001155,0.001946,0.000000,0.000000,0.000000,0.000000,0.003336,-0.001265,-20.587322,20.699486,20.353788,20.699453,0.259784,-0.000000,0.000000,20.097485,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.001394,0.001052,0.001996,0.000000,0.000000,0.000000,0.000000,0.003306,-0.001246,-20.587339,20.699406,20.205820,20.699453,0.259811,-0.000000,0.000000,20.353788,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.001735,0.000997,0.001949,0.000000,0.000000,0.000000,0.000000,0.003174,-0.001246,-20.587259,20.699421,20.134476,20.699453,0.259957,-0.000000,0.000000,20.205820,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
0.000133,0.002025,0.001952,0.000000,0.000000,0.000000,0.000000,0.003006,-0.001254,-20.587275,20.699467,20.005003,20.699453,0.259990,-0.000000,0.000000,20.134476,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
0.000059,0.002126,0.001915,0.000000,0.000000,0.000000,0.000000,0.003442,-0.001043,-20.587320,20.699490,20.216389,20.699453,0.260054,0.000000,0.000000,20.005003,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
0.000518,0.001855,0.001838,0.000000,0.000000,0.000000,0.000000,0.003446,-0.001001,-20.587343,20.699577,20.049923,20.699453,0.260087,0.000000,0.000000,20.240170,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
0.000311,0.001591,0.001761,0.000000,0.000000,0.000000,0.000000,0.003668,-0.001033,-20.587431,20.699600,20.078987,20.699453,0.260121,0.000000,0.000000,20.049923,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.000103,0.001776,0.001536,0.000000,0.000000,0.000000,0.000000,0.003675,-0.000999,-20.587454,20.699619,20.115980,20.699453,0.260123,0.000000,0.000000,20.078987,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.002045,0.001233,0.001263,0.000000,0.000000,0.000000,0.000000,0.003302,-0.001129,-20.587473,20.699627,20.197893,20.699453,0.260146,-0.000000,0.000000,20.115980,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.002107,0.001176,0.001141,0.000000,0.000000,0.000000,0.000000,0.003260,-0.001106,-20.587481,20.699642,20.213747,20.699453,0.260102,-0.000000,0.000000,20.197893,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.001836,0.001107,0.001208,0.000000,0.000000,0.000000,0.000000,0.003219,-0.001082,-20.587496,20.699589,20.063133,20.699453,0.260119,-0.000000,0.000000,20.213747,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.001305,0.001035,0.001444,0.000000,0.000000,0.000000,0.000000,0.003105,-0.001136,-20.587442,20.699598,20.028784,20.699453,0.260141,-0.000000,0.000000,20.063133,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
0.000140,0.000720,0.001506,0.000000,0.000000,0.000000,0.000000,0.003078,-0.001115,-20.587452,20.699543,19.933661,20.699453,0.259477,-0.000000,0.000000,20.028784,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
-0.000038,0.000946,0.001281,0.000000,0.000000,0.000000,0.000000,0.003341,-0.001209,-20.587397,20.699554,20.036711,20.699453,0.259476,0.000000,0.000000,19.933661,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
0.000569,0.000633,0.001078,0.000000,0.000000,0.000000,0.000000,0.003344,-0.001192,-20.587408,20.699535,19.999718,20.699453,0.259120,-0.000000,0.000000,20.036711,1139359429,225252736,156744,2.000000,1.000000,-1.000000,6,0,1
0.000482,0.000708,0.000964,0.000000,0.000000,0.000000,0.000000,0.003615,-0.001244,-20.587389,20.699537,19.923092,20.699535,0.259099,0.000000,0.000000,19.999718,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000132,0.000781,0.000934,0.000000,0.000000,0.000000,0.000000,0.003627,-0.001229,-20.587391,20.699537,20.197893,20.699535,0.259077,0.000000,0.000000,19.923092,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000605,0.000405,0.000892,0.000000,0.000000,0.000000,0.000000,0.003786,-0.001286,-20.587391,20.699463,20.055206,20.699535,0.258898,0.000000,0.000000,20.197893,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000575,0.000350,0.000778,0.000000,0.000000,0.000000,0.000000,0.003798,-0.001277,-20.587317,20.699465,20.110695,20.699535,0.258869,0.000000,0.000000,20.055206,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000026,0.000516,0.000898,0.000000,0.000000,0.000000,0.000000,0.003806,-0.001269,-20.587318,20.699335,20.115980,20.699535,0.259386,0.000000,0.000000,20.110695,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000312,0.000828,0.001085,0.000000,0.000000,0.000000,0.000000,0.003602,-0.001315,-20.587189,20.699327,20.002361,20.699535,0.259383,0.000000,0.000000,20.115980,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000711,0.001219,0.001209,0.000000,0.000000,0.000000,0.000000,0.003603,-0.001300,-20.587181,20.699274,20.123907,20.699535,0.259385,0.000000,0.000000,20.002361,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.001071,0.001204,0.001064,0.000000,0.000000,0.000000,0.000000,0.003570,-0.001278,-20.587128,20.699274,20.216389,20.699535,0.259688,0.000000,0.000000,20.123907,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.001672,0.001504,0.000913,0.000000,0.000000,0.000000,0.000000,0.003587,-0.001253,-20.587128,20.699238,20.166185,20.699535,0.259699,0.000000,0.000000,20.216389,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.001506,0.001303,0.000900,0.000000,0.000000,0.000000,0.000000,0.003753,-0.001201,-20.587091,20.699230,20.076345,20.699535,0.259262,0.000000,0.000000,20.166185,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.001320,0.001200,0.001007,0.000000,0.000000,0.000000,0.000000,0.003785,-0.001173,-20.587084,20.699223,20.142405,20.699535,0.259256,0.000000,0.000000,20.076345,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.001831,0.001288,0.001033,0.000000,0.000000,0.000000,0.000000,0.003997,-0.001154,-20.587076,20.699312,20.174112,20.699535,0.259255,0.000000,0.000000,20.142405,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.001563,0.001079,0.000838,0.000000,0.000000,0.000000,0.000000,0.004033,-0.001128,-20.587166,20.699316,20.055206,20.699535,0.260848,0.000000,0.000000,20.174112,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000544,0.000709,0.000846,0.000000,0.000000,0.000000,0.000000,0.004065,-0.001105,-20.587170,20.699385,20.263950,20.699535,0.260902,0.000000,0.000000,20.055206,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000578,0.000863,0.000825,0.000000,0.000000,0.000000,0.000000,0.003657,-0.001225,-20.587238,20.699392,20.559891,20.699535,0.261103,-0.000000,0.000000,20.263950,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000453,0.000516,0.000868,0.000000,0.000000,0.000000,0.000000,0.003643,-0.001209,-20.587246,20.699335,20.065777,20.699535,0.261164,-0.000000,0.000000,20.559891,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000005,0.000640,0.000960,0.000000,0.000000,0.000000,0.000000,0.003523,-0.001279,-20.587189,20.699343,20.176754,20.699535,0.261226,-0.000000,0.000000,20.065777,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000587,-0.000169,0.000964,0.000000,0.000000,0.000000,0.000000,0.003519,-0.001268,-20.587196,20.699438,20.110695,20.699535,0.260669,0.000000,0.000000,20.176754,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000615,-0.000135,0.001093,0.000000,0.000000,0.000000,0.000000,0.003573,-0.001451,-20.587292,20.699446,19.915165,20.699535,0.260711,0.000000,-0.000000,20.110695,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000425,-0.000057,0.001300,0.000000,0.000000,0.000000,0.000000,0.003586,-0.001456,-20.587299,20.699461,20.182039,20.699535,0.259786,0.000000,-0.000000,19.915165,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.001013,0.000747,0.001335,0.000000,0.000000,0.000000,0.000000,0.003755,-0.001286,-20.587315,20.699518,20.263950,20.699535,0.259799,0.000000,0.000000,20.182039,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000574,0.000760,0.001031,0.000000,0.000000,0.000000,0.000000,0.003777,-0.001272,-20.587372,20.699537,20.044638,20.699535,0.259809,0.000000,0.000000,20.263950,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000084,0.000557,0.001261,0.000000,0.000000,0.000000,0.000000,0.003791,-0.001259,-20.587391,20.699547,20.332651,20.699535,0.260512,0.000000,0.000000,20.044638,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000145,0.000466,0.001497,0.000000,0.000000,0.000000,0.000000,0.003762,-0.001322,-20.587400,20.699570,20.028784,20.699535,0.260553,0.000000,0.000000,20.332651,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.001941,-0.000064,0.001438,0.000000,0.000000,0.000000,0.000000,0.003759,-0.001313,-20.587423,20.699493,20.155615,20.699535,0.259712,-0.000000,0.000000,20.028784,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.001897,-0.000002,0.001177,0.000000,0.000000,0.000000,0.000000,0.003330,-0.001445,-20.587347,20.699509,20.129192,20.699535,0.259718,-0.000000,-0.000000,20.155615,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.001421,0.000343,0.001312,0.000000,0.000000,0.000000,0.000000,0.003290,-0.001448,-20.587362,20.699524,20.052565,20.699535,0.259723,-0.000000,-0.000000,20.129192,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.001004,0.000441,0.001415,0.000000,0.000000,0.000000,0.000000,0.003238,-0.001415,-20.587378,20.699539,20.242811,20.699535,0.260468,-0.000000,0.000000,20.052565,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000824,0.000566,0.001292,0.000000,0.000000,0.000000,0.000000,0.003216,-0.001407,-20.587393,20.699556,19.957441,20.699535,0.260504,-0.000000,0.000000,20.242811,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000210,0.000671,0.001209,0.000000,0.000000,0.000000,0.000000,0.003385,-0.001391,-20.587410,20.699512,20.182039,20.699535,0.259675,-0.000000,0.000000,19.957441,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000469,0.000661,0.001167,0.000000,0.000000,0.000000,0.000000,0.003386,-0.001377,-20.587366,20.699528,20.152973,20.699535,0.259676,-0.000000,0.000000,20.182039,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000727,0.000498,0.001096,0.000000,0.000000,0.000000,0.000000,0.003383,-0.001362,-20.587381,20.699543,20.152973,20.699535,0.259675,-0.000000,0.000000,20.152973,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000561,0.000307,0.001154,0.000000,0.000000,0.000000,0.000000,0.003458,-0.001368,-20.587397,20.699556,20.205820,20.699535,0.259212,-0.000000,0.000000,20.152973,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000143,-0.000039,0.001049,0.000000,0.000000,0.000000,0.000000,0.003555,-0.001379,-20.587410,20.699549,20.108053,20.699535,0.259195,-0.000000,0.000000,20.205820,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000098,-0.000187,0.001081,0.000000,0.000000,0.000000,0.000000,0.003631,-0.001399,-20.587402,20.699556,20.118622,20.699535,0.260153,-0.000000,-0.000000,20.108053,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000104,0.000453,0.001305,0.000000,0.000000,0.000000,0.000000,0.003639,-0.001416,-20.587410,20.699528,20.155615,20.699535,0.260175,0.000000,-0.000000,20.118622,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000195,0.000775,0.001373,0.000000,0.000000,0.000000,0.000000,0.003474,-0.001303,-20.587381,20.699543,20.044638,20.699535,0.260200,-0.000000,0.000000,20.155615,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000097,0.001159,0.000950,0.000000,0.000000,0.000000,0.000000,0.003422,-0.001210,-20.587412,20.699450,20.203176,20.699535,0.259492,0.000000,0.000000,20.256023,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000056,0.000942,0.001110,0.000000,0.000000,0.000000,0.000000,0.003421,-0.001188,-20.587303,20.699451,20.234884,20.699535,0.259720,-0.000000,0.000000,20.203176,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.001337,0.000486,0.001167,0.000000,0.000000,0.000000,0.000000,0.003421,-0.001170,-20.587305,20.699409,20.256023,20.699535,0.259724,0.000000,0.000000,20.300943,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.001337,0.000486,0.001167,0.000000,0.000000,0.000000,0.000000,0.003421,-0.001170,-20.587305,20.699409,20.256023,20.699535,0.259724,0.000000,0.000000,20.300943,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.001410,0.001104,0.000999,0.000000,0.000000,0.000000,0.000000,0.003793,-0.001292,-20.587271,20.699366,20.118622,20.699535,0.259850,0.000000,0.000000,20.123907,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.001169,0.001093,0.001250,0.000000,0.000000,0.000000,0.000000,0.003846,-0.001178,-20.587219,20.699369,20.129192,20.699535,0.259861,0.000000,0.000000,20.118622,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
-0.000090,0.000233,0.001347,0.000000,0.000000,0.000000,0.000000,0.003869,-0.001158,-20.587223,20.699347,20.271877,20.699535,0.259927,0.000000,0.000000,20.129192,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000071,0.000284,0.001032,0.000000,0.000000,0.000000,0.000000,0.003646,-0.001330,-20.587200,20.699354,20.150331,20.699535,0.259942,-0.000000,0.000000,20.271877,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000320,0.000369,0.001011,0.000000,0.000000,0.000000,0.000000,0.003641,-0.001327,-20.587208,20.699354,20.129192,20.699535,0.259955,0.000000,0.000000,20.150331,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000320,0.000369,0.001011,0.000000,0.000000,0.000000,0.000000,0.003641,-0.001327,-20.587208,20.699354,20.129192,20.699535,0.259955,0.000000,0.000000,20.150331,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.000663,-0.000212,0.001479,0.000000,0.000000,0.000000,0.000000,0.003572,-0.001470,-20.587233,20.699392,20.367001,20.699535,0.259374,0.000000,-0.000000,20.229601,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.002047,0.000313,0.001093,0.000000,0.000000,0.000000,0.000000,0.003580,-0.001475,-20.587246,20.699429,20.195250,20.699535,0.259675,0.000000,-0.000000,20.367001,1139359435,225252735,156486,-1.000000,1.000000,1.000000,6,0,1
0.001986,0.000237,0.000741,0.000000,0.000000,0.000000,0.000000,0.003861,-0.001418,-20.587282,20.699430,19.949514,20.699429,0.259677,0.000000,0.000000,20.195250,1139359446,225252734,156107,-1.000000,1.000000,3.000000,6,0,1
0.001251,0.000218,0.000990,0.000000,0.000000,0.000000,0.000000,0.003900,-0.001410,-20.587284,20.699453,20.047279,20.699429,0.259678,0.000000,0.000000,19.949514,1139359446,225252734,156107,-1.000000,1.000000,3.000000,6,0,1
0.000940,-0.000068,0.001165,0.000000,0.000000,0.000000,0.000000,0.003849,-0.001388,-20.587307,20.699463,20.171469,20.699429,0.259842,0.000000,0.000000,20.047279,1139359446,225252734,156107,-1.000000,1.000000,3.000000,6,0,1
0.001032,-0.000156,0.000845,0.000000,0.000000,0.000000,0.000000,0.003866,-0.001385,-20.587317,20.699408,20.158258,20.699429,0.259854,0.000000,-0.000000,20.171469,1139359446,225252734,156107,-1.000000,1.000000,3.000000,6,0,1
0.000583,-0.000144,0.000391,0.000000,0.000000,0.000000,0.000000,0.003858,-0.001393,-20.587261,20.699406,20.211103,20.699429,0.259914,0.000000,-0.000000,20.158258,1139359446,225252734,156107,-1.000000,1.000000,3.000000,6,0,1
0.000579,-0.000177,0.000583,0.000000,0.000000,0.000000,0.000000,0.003781,-0.001425,-20.587259,20.699398,19.973295,20.699429,0.259917,0.000000,-0.000000,20.211103,1139359446,225252734,156107,-1.000000,1.000000,3.000000,6,0,1
0.000526,-0.000439,0.000954,0.000000,0.000000,0.000000,0.000000,0.003675,-0.001467,-20.587252,20.699440,19.923092,20.699429,0.259928,0.000000,-0.000000,19.973295,1139359446,225252734,156107,-1.000000,1.000000,3.000000,6,0,1
0.000526,-0.000439,0.000954,0.000000,0.000000,0.000000,0.000000,0.003675,-0.001467,-20.587252,20.699440,19.923092,20.699429,0.259928,0.000000,-0.000000,19.973295,1139359446,225252734,156107,-1.000000,1.000000,3.000000,6,0,1
0.001085,-0.000419,0.000325,0.000000,0.000000,0.000000,0.000000,0.003680,-0.001486,-20.587301,20.699425,20.055206,20.699429,0.259966,0.000000,-0.000000,19.975937,1139359446,225252734,156107,-1.000000,1.000000,3.000000,6,0,1
0.001424,-0.000274,0.000439,0.000000,0.000000,0.000000,0.000000,0.003696,-0.001489,-20.587278,20.699417,19.978580,20.699429,0.259359,0.000000,-0.000000,20.055206,1139359446,225252734,156107,-1.000000,1.000000,3.000000,6,0,1
0.000439,-0.000611,0.000718,0.000000,0.000000,0.000000,0.000000,0.003717,-0.001488,-20.587271,20.699404,20.142405,20.699429,0.259344,0.000000,-0.000000,19.978580,1139359446,225252734,156107,-1.000000,1.000000,3.000000,6,0,1
